SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,183.4853671
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,186.7310654
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,9.951692197
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,12.05603937
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,14.26301072
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.01277116
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.15732778
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.06843912
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.14715443
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.52528219
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,9.527218042
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,11.86329721
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,14.80592567
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.06426716
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.62925182
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.92608947
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.13795872
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.8964212
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,9.73945512
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,11.95966829
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,14.53446819
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.03851916
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.3932898
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,16.99726429
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.14255657
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,17.7108517
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,102.5098633
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,120.6217415
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,145.0135566
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,163.298682
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,181.5827039
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,187.9663685
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,190.5544103
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,192.5726855
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,97.91715597
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,122.7672855
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,142.2055534
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,162.5861981
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,180.9908678
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,187.2347575
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,190.7784178
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,192.1029685
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,100.2135097
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,121.6945135
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,143.609555
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,162.94244
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,181.2867858
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,187.600563
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,190.666414
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1,192.337827
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.610568838
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,20,1,28.99528866
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30,1,43.45692386
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,40.651,1,31.13520634
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,49.702,1,43.19083437
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.769230036
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,20,1,20.32294361
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30,1,41.58480176
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,40.651,1,49.61273339
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,49.702,1,46.13236896
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.689899437
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,20,1,24.65911614
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30,1,42.52086281
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,40.651,1,40.37396986
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,49.702,1,44.66160167
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,190.1121766
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,20,1,377.9008665
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30,1,476.1932364
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,40.651,1,480.1872121
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,49.702,1,517.4911788
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,189.6377936
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,20,1,382.2687513
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30,1,463.6083823
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,40.651,1,484.0543037
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,49.702,1,536.3388486
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,189.8749851
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,20,1,380.0848089
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30,1,469.9008094
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,40.651,1,482.1207579
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,49.702,1,526.9150137
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,14.86747489
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,20,1,17.47684845
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30,1,26.72069675
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,40.651,1,25.22623754
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,49.702,1,51.24790725
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,11.86350977
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,20,1,21.9569327
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30,1,22.15686424
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,40.651,1,11.20646473
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,49.702,1,48.68641958
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,13.36549233
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,20,1,19.71689057
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30,1,24.4387805
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,40.651,1,18.21635113
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,49.702,1,49.96716342
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,179.1497704
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,20,1,349.0089047
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30,1,423.2705159
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,40.651,1,428.2806544
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,49.702,1,453.2174035
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,179.4124354
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,20,1,344.1461312
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30,1,423.0233018
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,40.651,1,404.3344731
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,49.702,1,478.6204463
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,179.2811029
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,20,1,346.577518
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30,1,423.1469088
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,40.651,1,416.3075638
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,49.702,1,465.9189249
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,9.715,1,12.74307277
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,19.525,1,23.55017077
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30.339,1,33.88558365
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,41.603,1,24.46083292
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,48.761,1,37.34024679
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,9.715,1,12.04380819
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,19.525,1,20.10721368
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30.339,1,23.65621385
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,41.603,1,43.78305239
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,48.761,1,34.91330634
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,9.715,1,12.39344048
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,19.525,1,21.82869223
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,30.339,1,28.77089875
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,41.603,1,34.12194265
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,48.761,1,36.12677657
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,9.715,1,180.3059412
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,19.525,1,352.6359279
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30.339,1,436.7515011
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,41.603,1,450.0513001
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,48.761,1,472.7124993
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,9.715,1,179.9988294
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,19.525,1,354.8886548
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30.339,1,433.193205
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,41.603,1,478.126205
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,48.761,1,482.5875888
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,9.715,1,180.1523853
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,19.525,1,353.7622914
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,30.339,1,434.9723531
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,41.603,1,464.0887525
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,48.761,1,477.6500441
93.9,3.8,0.04,86.6,0.03,0.062355658,3,298.15,10,1,19.94258789
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,12.0256078
93.9,3.8,0.04,86.6,0.03,0.062355658,11,298.15,10,1,11.30873611
93.9,3.8,0.04,86.6,0.03,0.062355658,3,298.15,10,1,21.44326035
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,12.15867624
93.9,3.8,0.04,86.6,0.03,0.062355658,11,298.15,10,1,11.23884556
93.9,3.8,0.04,86.6,0.03,0.062355658,3,298.15,10,1,20.33922661
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,12.09214202
93.9,3.8,0.04,86.6,0.03,0.062355658,11,298.15,10,1,11.27379084
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,194.0032193
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,193.9899914
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,193.2557458
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,193.813883
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.0665946
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,192.9613763
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,193.9085512
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.028293
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,193.1085611
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,11.44705573
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,5.47608242
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,4.784259607
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,8.136888092
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,5.600797265
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,5.904025516
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,9.099704481
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,5.839778475
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,5.344142562
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,181.9255798
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,180.9856612
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,181.6750386
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,181.9871592
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,181.2464286
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,181.9093513
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,181.9563695
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,181.1160449
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,181.7921949
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,6.786523258
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,6.896568699
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,7.444193475
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,7.686219089
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,7.483601639
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,6.653055984
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,10.50799238
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,8.123426649
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,7.048624729
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,188.6737911
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,187.0699531
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,186.1866154
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,188.7537227
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,187.4264855
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,186.9089745
1977.6,3.4,0.12,82.1,0.04,0.075517661,3,298.15,10,1,188.7137569
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,187.2482193
1977.6,3.4,0.12,82.1,0.04,0.075517661,11,298.15,10,1,186.547795
93.9,3.8,0.04,86.6,0.03,0.062355658,7,288.15,10,1,9.664551044
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,15.62052281
93.9,3.8,0.04,86.6,0.03,0.062355658,7,308.15,10,1,19.19136433
93.9,3.8,0.04,86.6,0.03,0.062355658,7,288.15,10,1,11.2352859
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,15.35604589
93.9,3.8,0.04,86.6,0.03,0.062355658,7,308.15,10,1,18.59850869
93.9,3.8,0.04,86.6,0.03,0.062355658,7,288.15,10,1,10.44991847
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,15.48828435
93.9,3.8,0.04,86.6,0.03,0.062355658,7,308.15,10,1,18.89493651
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,193.5705499
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.6766359
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,196.6378371
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,193.5455536
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.7548501
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,196.7515299
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,193.5580517
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.715743
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,196.6946835
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,3.621715662
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,6.378704728
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,8.109733024
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,3.444663377
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,5.722332188
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,7.932680739
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,3.533189519
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,6.050518458
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,8.021206882
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,177.6582773
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,181.1705997
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,183.7841966
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,177.5799614
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,181.433822
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,184.1544581
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,177.6191194
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,181.3022108
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,183.9693274
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,6.648057594
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,10.58169603
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,12.60585909
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,6.757159834
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,10.06858038
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,11.97023615
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,6.702608714
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,10.32513821
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,12.28804762
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,186.9341099
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,188.716982
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,190.4898003
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,186.5583961
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,188.79704
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,190.4950134
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,288.15,10,1,186.746253
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,188.757011
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,308.15,10,1,190.4924069
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,15.62052281
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,15.35604589
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,15.13954573
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.608904
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.8719698
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,194.7240079
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.109733024
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,7.932680739
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,7.980702525
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,179.2133754
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,178.7973362
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,178.8639832
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.700179581
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.180660073
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10,1,8.576143356
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,187.931394
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,188.4467664
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10,1,188.3246152
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,21.52557736
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,22.56252039
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,27.18703634
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,27.94579481
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,28.35903999
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,21.68543269
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,22.15713695
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,26.97497101
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,27.71417592
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,28.58703038
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,21.58524593
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,22.28635166
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,27.15357356
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,27.91354152
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,28.49793068
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,207.4766359
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,208.4690291
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,209.6289378
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,209.8996637
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,210.0915708
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,207.5548501
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,208.5561129
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,209.5747119
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,210.0079138
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,210.1800657
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,207.5193715
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,208.4581436
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,209.6107953
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,209.946431
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,210.1556742
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,16.93469605
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,18.92580495
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,25.70405757
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,26.66359568
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,27.32333424
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,17.17592698
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,18.43122544
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,24.04506195
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,26.62477433
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,26.34763926
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,17.19657186
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,18.63812304
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,24.9350358
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,26.48250418
93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.64,1,26.82538871
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,193.9705997
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,195.3558263
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,196.5819526
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,196.7334232
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,196.8837718
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,194.233822
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,195.1639636
1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.64,1,196.6755278
