Adsorbent,Pollutant,SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,5.930440861
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,9.884849066
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,13.14526187
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,6.007648725
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,9.882573097
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,13.54670775
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,6.058595411
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,9.756344368
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,13.33591802
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,114.3677475
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,129.2298236
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,148.0781714
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,114.8913954
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,130.0791101
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,146.6800263
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,113.8391975
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,129.1769511
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,147.3854016
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,4.626336767
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,7.771390401
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,12.01736274
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,4.465413616
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,7.767725485
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,10.82426583
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,4.38323064
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,7.324714822
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,12.10520967
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,146.6038687
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,162.2542837
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,169.7371547
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,146.1541945
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,162.5142707
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,169.7427076
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,146.2820224
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,162.1743219
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,169.9620473
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,0.363227257
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,2.63698768
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,5.251414811
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,0.384242984
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,2.719637768
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,4.732026119
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10.0,2.5,0.926413431
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,2.41870668
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,4.574496465
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,84.73130645
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,104.7075501
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,123.9752634
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,81.53055818
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,104.7116119
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,124.7812784
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10.0,2.5,84.01959736
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,104.899164
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,122.6074751
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,17.26220161
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,17.05765771
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,16.95660744
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,116.9747358
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,117.9958845
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,117.0965546
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,16.42549742
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,17.63529515
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,17.11822279
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,165.3194887
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,165.2645628
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,165.2457781
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,8.046455819
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,7.048020016
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10.0,2.5,6.797452036
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,87.9129504
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,88.06029205
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10.0,2.5,89.95132179
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,6.853849048
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,7.028374561
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.91128056
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.31827406
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.5695908
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,6.806727159
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,9.126171231
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.03344842
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.14374855
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.468366
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,6.738313158
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,8.799633996
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.93833202
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.2310113
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,13.5189784
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,122.3850267
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,128.588536
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,137.131909
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,138.209255
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,139.2291821
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,123.2316499
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,129.0585333
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,137.2566947
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,138.6551677
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,141.1664153
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,122.33232
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,128.8235347
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,135.9472298
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,138.4322113
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,140.1977987
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,6.843434392
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,10.27659566
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,14.41125889
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,14.9079345
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,15.26406076
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,7.113669381
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,9.840915293
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,14.85950043
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,14.9079345
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,15.26100534
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,6.601716663
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,11.19039278
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,14.80959522
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,14.98975188
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,15.14931274
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,163.5336704
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,167.0461595
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,171.9494308
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,174.7417458
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,175.7228754
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,162.6669494
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,168.0657647
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,171.8834563
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,173.6520923
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,174.7657365
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,163.4521926
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,167.5559621
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,171.9164435
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,174.1969191
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,175.244306
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,3.477146772
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,5.982029114
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,10.63086752
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.26178625
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.94583604
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,3.738165773
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,6.923677661
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,11.82417439
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.8477289
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.73666081
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,3.693522523
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,7.074168616
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,11.22752096
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.55475757
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10.0,2.5,12.84124843
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,93.6377077
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,99.48483597
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,113.8856342
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,118.2224187
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,119.8674961
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,93.56231268
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,102.5915646
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,114.640457
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,119.4144279
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,120.8167404
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,94.40823784
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,101.0382003
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,114.2630456
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,118.8184233
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10.0,2.5,120.3421183
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,7.540077729
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,10.48902828
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.63193861
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.29775635
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,13.98341949
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,14.409635
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,14.31978416
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,14.9856019
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,7.219264164
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,10.37613877
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.36373002
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.70842075
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,13.47637662
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,14.2443325
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,15.20350938
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,15.20427734
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,7.379670947
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,10.43258352
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.49783431
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.50308855
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,13.72989806
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,14.32698375
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,14.76164677
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,15.09493962
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,102.3611252
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,126.5686302
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,147.5322896
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,171.2623181
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,186.6214355
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,193.3709997
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,194.7861504
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,197.1533743
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,104.2806309
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,130.4112894
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,150.8043576
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,170.8240072
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,190.0229041
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,192.8318947
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,195.1589929
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,196.6981685
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,103.3208781
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,128.4899598
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,149.1683236
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,171.0431627
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,188.3221698
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,193.1014472
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,194.9725716
PSBOX-A,CAR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,196.9257714
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,10.09805265
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.48347675
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.99411846
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.0583655
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.45251776
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.54988871
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.99094798
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.99450491
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,9.954219313
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.76336265
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.87384977
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.18863804
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.50075862
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.74485292
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.8789047
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,13.18946912
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,10.02613598
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.6234197
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,11.93398411
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.12350177
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.47663819
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.64737081
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,12.93492634
PSB,PYR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1.0,13.09198702
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,90.21811488
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,119.2448837
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,135.6623371
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,154.0129816
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,174.0053716
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,178.7849957
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,183.5646199
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,186.7880874
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,94.9381605
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,114.0533226
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,142.0083441
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,157.1928767
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,174.2914821
PSBOX-A,PYR,1977.6,3.4,0.12,82.1,0.04,0.075517661,7,298.15,10.35,1.0,179.1155679
